SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/csmith-temp
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/csmith
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/consultant1
INFORMATIONAL,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/pu1
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/tech1
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/eng2
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/securityhub,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,AwsIamUser,arn:aws:iam::997075698610:user/eng1
MEDIUM,aws/securityhub,This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service.,AwsEc2Vpc,arn:aws:ec2:us-east-1:997075698610:vpc/vpc-2f2a9155
MEDIUM,aws/securityhub,This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service.,AwsEc2Vpc,arn:aws:ec2:us-east-1:997075698610:vpc/vpc-0e841da910281704e
MEDIUM,aws/securityhub,This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service.,AwsEc2Vpc,arn:aws:ec2:us-east-1:997075698610:vpc/vpc-0b9a0784f13fcb050
INFORMATIONAL,aws/securityhub,This AWS control checks whether Amazon GuardDuty is enabled in your AWS account and region.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-000b23297a5574484
INFORMATIONAL,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-086d987a75294854c
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-036f1aab2afd993ec
INFORMATIONAL,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-011f5cd852d5cfb43
INFORMATIONAL,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-02036f5fa88d3ad3a
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-029f39d3c09297c6e
LOW,aws/securityhub,This AWS control will assist you maintain an accurate asset inventory of EIPs by checking wheather Elastic IP addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs).,AwsEc2Eip,arn:aws:ec2:us-east-1:997075698610:eip-allocation/eipalloc-02095df3c5def6893
INFORMATIONAL,aws/securityhub,This AWS control will assist you maintain an accurate asset inventory of EIPs by checking wheather Elastic IP addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs).,AwsEc2Eip,arn:aws:ec2:us-east-1:997075698610:eip-allocation/eipalloc-02095df3c5def6893
INFORMATIONAL,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-029f39d3c09297c6e
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-0c975f25fde9f254d
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-061f2630317da6939
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0d11d750a6803a2e7
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-02e48181dc62c6b89
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0a99c81fe6a7f33a8
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-036093bf50b3210e9
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-usqn2lj0eqr0
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
INFORMATIONAL,aws/securityhub,"This AWS control checks that the lambda function settings for runtimes, match the expected values set for the supported runtimes for each language. The supported runtimes this control checks for are: nodejs18.x, nodejs16.x, nodejs14.x, python3.11, python3.10, python3.9, python3.8, python3.7, java17, java11, java8, java8.al2, go1.x, dotnet6, ruby3.2, ruby2.7",AwsLambdaFunction,arn:aws:lambda:us-east-1:997075698610:function:snstoslack
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::aws-athena-query-results-997075698610-us-east-1
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-12sxau8zdewb
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
INFORMATIONAL,aws/securityhub,"This AWS control checks whether the default version of AWS Identity and Access Management (IAM) policies (also known as customer managed policies) do not have administrator access with a statement that has ""Effect"": ""Allow"" with ""Action"": ""*"" over ""Resource"": ""*"". It only checks for the Customer Managed Policies that you created, but not inline and AWS Managed Policies.",AwsIamPolicy,arn:aws:iam::997075698610:policy/service-role/OpsItem-CWE-RolePolicy
INFORMATIONAL,aws/securityhub,"This AWS control checks whether the default version of AWS Identity and Access Management (IAM) policies (also known as customer managed policies) do not have administrator access with a statement that has ""Effect"": ""Allow"" with ""Action"": ""*"" over ""Resource"": ""*"". It only checks for the Customer Managed Policies that you created, but not inline and AWS Managed Policies.",AwsIamPolicy,arn:aws:iam::997075698610:policy/service-role/AWSLambdaMicroserviceExecutionRole-ff28167b-35e3-42b6-b2cb-edf16312a371
INFORMATIONAL,aws/securityhub,"This AWS control checks whether the default version of AWS Identity and Access Management (IAM) policies (also known as customer managed policies) do not have administrator access with a statement that has ""Effect"": ""Allow"" with ""Action"": ""*"" over ""Resource"": ""*"". It only checks for the Customer Managed Policies that you created, but not inline and AWS Managed Policies.",AwsIamPolicy,arn:aws:iam::997075698610:policy/service-role/AWSLambdaBasicExecutionRole-f4c1a325-b500-46a5-84e4-53b844a79a0b
INFORMATIONAL,aws/securityhub,"This AWS control checks whether the default version of AWS Identity and Access Management (IAM) policies (also known as customer managed policies) do not have administrator access with a statement that has ""Effect"": ""Allow"" with ""Action"": ""*"" over ""Resource"": ""*"". It only checks for the Customer Managed Policies that you created, but not inline and AWS Managed Policies.",AwsIamPolicy,arn:aws:iam::997075698610:policy/service-role/AWS-Chatbot-NotificationsOnly-Policy-dadc3fa3-d680-4cba-948f-a5c9482913ac
MEDIUM,aws/securityhub,This control checks whether an Amazon SNS topic is encrypted at rest using AWS KMS.,AwsSnsTopic,arn:aws:sns:us-east-1:997075698610:budgets
MEDIUM,aws/securityhub,This control checks whether an Amazon SNS topic is encrypted at rest using AWS KMS.,AwsSnsTopic,arn:aws:sns:us-east-1:997075698610:aws-org-alert
MEDIUM,aws/securityhub,This control checks whether logging is enabled for the delivery status of notification messages sent to a topic for the endpoints. This control fails if the delivery status notification for messages is not enabled.,AwsSnsTopic,arn:aws:sns:us-east-1:997075698610:budgets
MEDIUM,aws/securityhub,This control checks whether logging is enabled for the delivery status of notification messages sent to a topic for the endpoints. This control fails if the delivery status notification for messages is not enabled.,AwsSnsTopic,arn:aws:sns:us-east-1:997075698610:aws-org-alert
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::elasticbeanstalk-us-east-1-997075698610
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1oy4gouuiur2i
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-12sxau8zdewb
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-usqn2lj0eqr0
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
INFORMATIONAL,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-12sxau8zdewb
INFORMATIONAL,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-6p9n9v402es9
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1oy4gouuiur2i
INFORMATIONAL,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0bf669afd1c383040
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-usqn2lj0eqr0
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::aws-athena-query-results-997075698610-us-east-1
INFORMATIONAL,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-xw3z80elu7la
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-103b055a
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-f2107bae
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-4c760362
INFORMATIONAL,aws/securityhub,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",AwsIamUser,arn:aws:iam::997075698610:user/pu1
INFORMATIONAL,aws/securityhub,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
INFORMATIONAL,aws/securityhub,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",AwsIamUser,arn:aws:iam::997075698610:user/tech1
INFORMATIONAL,aws/securityhub,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",AwsIamUser,arn:aws:iam::997075698610:user/csmith-temp
INFORMATIONAL,aws/securityhub,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",AwsIamUser,arn:aws:iam::997075698610:user/consultant1
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-VPC Has Changed
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-Console Login Failures
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-IAM Policy Changes
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-KMS Key Disabled or Scheduled for Deletion
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:brightkey_https_health_check-awsroute53-be21a643-239f-43d1-a0dc-77dbed5af36a-Low-HealthCheckStatus
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-Cloudtrail Config Changes
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:CIS-AWS Config Configuration has changed
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-6p9n9v402es9
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
INFORMATIONAL,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1oy4gouuiur2i
INFORMATIONAL,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-xw3z80elu7la
INFORMATIONAL,aws/securityhub,This control checks if Amazon EC2 launch templates are configured to assign public IP addresses to network interfaces upon launch. The control fails if an EC2 launch template is configured to assign a public IP address to network interfaces or if there is at least one network interface that has a public IP address.,AwsEc2LaunchTemplate,arn:aws:ec2:us-east-1:997075698610:launch-template/lt-041e68601898fbca2
INFORMATIONAL,aws/securityhub,This control checks if Amazon EC2 launch templates are configured to assign public IP addresses to network interfaces upon launch. The control fails if an EC2 launch template is configured to assign a public IP address to network interfaces or if there is at least one network interface that has a public IP address.,AwsEc2LaunchTemplate,arn:aws:ec2:us-east-1:997075698610:launch-template/lt-069b81aa936bb5406
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-xw3z80elu7la
INFORMATIONAL,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::aws-athena-query-results-997075698610-us-east-1
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::elasticbeanstalk-us-east-1-997075698610
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
